order_id,customer_id,store_id,order_ts,status
O0000443,C000617,S003,2025-12-21 22:49:18,DELIVERED
O0000444,C000527,S002,2025-12-25 16:13:18,DELIVERED
O0000445,C000283,S009,2025-12-26 00:57:18,PLACED
O0000446,C000293,S008,2025-12-21 22:29:18,DELIVERED
O0000447,C000681,S009,2025-12-22 03:54:18,DELIVERED
O0000448,C000771,S002,2025-12-22 12:30:18,DELIVERED
O0000449,C000791,S008,2025-12-27 17:56:18,PLACED
O0000450,C000133,S006,2025-12-24 17:35:18,SHIPPED
O0000451,C000764,S005,2025-12-23 01:05:18,DELIVERED
O0000452,C000347,S005,2025-12-26 22:44:18,PLACED
O0000453,C000763,S002,2025-12-28 13:22:18,SHIPPED
O0000454,C000198,S002,2025-12-23 22:54:18,DELIVERED
O0000455,C000086,S010,2025-12-23 02:46:18,DELIVERED
O0000456,C000763,S008,2025-12-23 06:38:18,PLACED
O0000457,C000385,S009,2025-12-22 14:58:18,SHIPPED
O0000458,C000222,S007,2025-12-26 23:23:18,SHIPPED
O0000459,C000431,S009,2025-12-22 23:15:18,DELIVERED
O0000460,C000381,S010,2025-12-28 20:01:18,PLACED
O0000461,C000527,S008,2025-12-25 07:36:18,DELIVERED
O0000462,C000735,S005,2025-12-26 23:00:18,PLACED
O0000463,C000010,S002,2025-12-27 15:45:18,DELIVERED
O0000464,C000671,S004,2025-12-27 21:09:18,SHIPPED
O0000465,C000277,S001,2025-12-24 07:13:18,SHIPPED
O0000466,C000214,S009,2025-12-24 00:07:18,PLACED
O0000467,C000715,S003,2025-12-25 15:29:18,SHIPPED
O0000468,C000559,S006,2025-12-28 09:50:18,SHIPPED
O0000469,C000045,S007,2025-12-22 16:16:18,DELIVERED
O0000470,C000515,S002,2025-12-22 18:37:18,DELIVERED
O0000471,C000176,S001,2025-12-28 13:22:18,DELIVERED
O0000472,C000779,S005,2025-12-27 03:47:18,DELIVERED
O0000473,C000346,S002,2025-12-27 01:04:18,DELIVERED
O0000474,C000171,S008,2025-12-24 02:12:18,SHIPPED
O0000475,C000064,S009,2025-12-22 20:19:18,SHIPPED
O0000476,C000528,S010,2025-12-23 18:37:18,DELIVERED
O0000477,C000619,S006,2025-12-26 09:00:18,DELIVERED
O0000478,C000141,S002,2025-12-28 01:35:18,CANCELLED
O0000479,C000191,S007,2025-12-28 17:41:18,SHIPPED
O0000480,C000767,S009,2025-12-25 22:02:18,CANCELLED
O0000481,C000498,S005,2025-12-23 21:23:18,DELIVERED
O0000482,C000056,S008,2025-12-26 19:39:18,DELIVERED
O0000483,C000693,S003,2025-12-28 00:40:18,PLACED
O0000484,C000599,S005,2025-12-23 22:48:18,PLACED
O0000485,C000231,S003,2025-12-25 04:56:18,DELIVERED
O0000486,C000297,S006,2025-12-25 21:29:18,DELIVERED
O0000487,C000643,S003,2025-12-26 12:57:18,SHIPPED
O0000488,C000210,S010,2025-12-27 01:42:18,DELIVERED
O0000489,C000027,S003,2025-12-26 01:20:18,PLACED
O0000490,C000750,S010,2025-12-26 19:12:18,DELIVERED
O0000491,C000157,S008,2025-12-25 22:11:18,DELIVERED
O0000492,C000652,S010,2025-12-22 19:42:18,SHIPPED
O0000493,C000273,S004,2025-12-28 04:53:18,DELIVERED
O0000494,C000540,S007,2025-12-24 06:15:18,SHIPPED
O0000495,C000306,S009,2025-12-23 11:10:18,PLACED
O0000496,C000666,S006,2025-12-27 08:33:18,SHIPPED
O0000497,C000567,S003,2025-12-25 18:17:18,SHIPPED
O0000498,C000239,S004,2025-12-28 04:22:18,SHIPPED
O0000499,C000733,S007,2025-12-22 20:38:18,DELIVERED
O0000500,C000627,S006,2025-12-26 19:42:18,PLACED
O0000501,C000458,S003,2025-12-23 16:50:18,SHIPPED
O0000502,C000154,S006,2025-12-22 11:12:18,SHIPPED
O0000503,C000426,S002,2025-12-28 16:35:18,DELIVERED
O0000504,C000581,S003,2025-12-24 15:59:18,SHIPPED
O0000505,C000417,S002,2025-12-22 02:34:18,DELIVERED
O0000506,C000355,S003,2025-12-27 15:42:18,DELIVERED
O0000507,C000089,S009,2025-12-23 17:26:18,SHIPPED
O0000508,C000382,S002,2025-12-28 02:49:18,PLACED
O0000509,C000553,S006,2025-12-21 22:10:18,SHIPPED
O0000510,C000231,S009,2025-12-25 00:03:18,CANCELLED
O0000511,C000206,S005,2025-12-27 09:16:18,SHIPPED
O0000512,C000012,S001,2025-12-24 01:15:18,SHIPPED
O0000513,C000185,S008,2025-12-22 23:39:18,SHIPPED
O0000514,C000123,S010,2025-12-27 03:55:18,DELIVERED
O0000515,C000404,S006,2025-12-23 23:17:18,SHIPPED
O0000516,C000686,S006,2025-12-28 14:39:18,CANCELLED
O0000517,C000117,S001,2025-12-27 17:28:18,SHIPPED
O0000518,C000790,S004,2025-12-24 07:17:18,PLACED
O0000519,C000499,S006,2025-12-27 07:08:18,PLACED
O0000520,C000424,S006,2025-12-23 10:23:18,DELIVERED
O0000521,C000392,S007,2025-12-28 12:03:18,PLACED
O0000522,C000189,S007,2025-12-23 10:58:18,SHIPPED
O0000523,C000669,S007,2025-12-26 17:16:18,DELIVERED
O0000524,C000007,S006,2025-12-26 06:50:18,PLACED
O0000525,C000483,S007,2025-12-26 02:52:18,DELIVERED
O0000526,C000512,S010,2025-12-23 00:21:18,DELIVERED
O0000527,C000451,S004,2025-12-27 07:46:18,DELIVERED
O0000528,C000456,S010,2025-12-25 00:45:18,SHIPPED
O0000529,C000294,S004,2025-12-23 12:05:18,DELIVERED
O0000530,C000106,S002,2025-12-26 02:48:18,SHIPPED
O0000531,C000039,S002,2025-12-26 18:31:18,DELIVERED
O0000532,C000638,S002,2025-12-25 20:05:18,CANCELLED
O0000533,C000596,S009,2025-12-24 06:18:18,SHIPPED
O0000534,C000239,S008,2025-12-26 03:39:18,SHIPPED
O0000535,C000099,S005,2025-12-25 21:21:18,SHIPPED
O0000536,C000053,S009,2025-12-27 07:07:18,SHIPPED
O0000537,C000137,S005,2025-12-22 08:42:18,DELIVERED
O0000538,C000011,S005,2025-12-25 12:44:18,SHIPPED
O0000539,C000270,S008,2025-12-26 18:39:18,PLACED
O0000540,C000212,S009,2025-12-24 15:27:18,DELIVERED
O0000541,C000741,S006,2025-12-27 19:05:18,DELIVERED
O0000542,C000436,S005,2025-12-23 10:00:18,DELIVERED
O0000543,C000186,S005,2025-12-28 13:20:18,PLACED
O0000544,C000176,S002,2025-12-24 19:22:18,PLACED
O0000545,C000180,S002,2025-12-28 07:15:18,DELIVERED
O0000546,C000073,S006,2025-12-28 17:23:18,DELIVERED
O0000547,C000210,S008,2025-12-27 09:53:18,DELIVERED
O0000548,C000525,S002,2025-12-24 08:12:18,SHIPPED
O0000549,C000624,S002,2025-12-23 06:47:18,DELIVERED
O0000550,C000223,S001,2025-12-28 18:28:18,PLACED
O0000551,C000309,S010,2025-12-28 19:58:18,PLACED
O0000552,C000440,S007,2025-12-26 23:42:18,PLACED
O0000553,C000010,S010,2025-12-23 15:38:18,PLACED
O0000554,C000344,S006,2025-12-23 11:19:18,PLACED
O0000555,C000481,S008,2025-12-27 07:38:18,DELIVERED
O0000556,C000282,S010,2025-12-22 22:02:18,DELIVERED
O0000557,C000169,S007,2025-12-23 08:14:18,DELIVERED
O0000558,C000798,S007,2025-12-28 11:39:18,PLACED
O0000559,C000356,S001,2025-12-27 00:08:18,CANCELLED
O0000560,C000424,S002,2025-12-27 15:01:18,DELIVERED
O0000561,C000025,S009,2025-12-26 23:26:18,PLACED
O0000562,C000197,S006,2025-12-26 03:26:18,DELIVERED
O0000563,C000456,S009,2025-12-23 23:50:18,PLACED
O0000564,C000445,S005,2025-12-24 06:58:18,DELIVERED
O0000565,C000335,S008,2025-12-25 18:23:18,DELIVERED
O0000566,C000140,S010,2025-12-26 05:22:18,SHIPPED
O0000567,C000060,S009,2025-12-24 00:14:18,PLACED
O0000568,C000783,S004,2025-12-24 00:44:18,DELIVERED
O0000569,C000049,S004,2025-12-22 19:57:18,PLACED
O0000570,C000087,S003,2025-12-28 04:21:18,DELIVERED
O0000571,C000487,S010,2025-12-28 01:05:18,DELIVERED
O0000572,C000376,S008,2025-12-28 16:00:18,DELIVERED
O0000573,C000142,S009,2025-12-22 12:57:18,DELIVERED
O0000574,C000525,S009,2025-12-22 08:08:18,PLACED
O0000575,C000572,S003,2025-12-23 19:38:18,PLACED
O0000576,C000452,S010,2025-12-24 01:49:18,SHIPPED
O0000577,C000572,S006,2025-12-21 21:40:18,PLACED
O0000578,C000690,S009,2025-12-25 12:20:18,SHIPPED
O0000579,C000076,S005,2025-12-22 06:50:18,DELIVERED
O0000580,C000795,S004,2025-12-28 07:05:18,SHIPPED
O0000581,C000693,S005,2025-12-24 17:31:18,DELIVERED
O0000582,C000023,S007,2025-12-22 11:22:18,DELIVERED
O0000583,C000348,S005,2025-12-22 18:06:18,DELIVERED
O0000584,C000301,S001,2025-12-22 10:29:18,DELIVERED
O0000585,C000463,S009,2025-12-24 22:06:18,DELIVERED
O0000586,C000154,S004,2025-12-27 02:27:18,DELIVERED
O0000587,C000403,S005,2025-12-26 12:56:18,DELIVERED
O0000588,C000101,S001,2025-12-23 21:30:18,DELIVERED
O0000589,C000023,S004,2025-12-26 22:49:18,DELIVERED
O0000590,C000436,S008,2025-12-26 04:41:18,PLACED
O0000591,C000735,S001,2025-12-25 12:02:18,PLACED
O0000592,C000066,S009,2025-12-26 04:40:18,PLACED
O0000593,C000458,S009,2025-12-25 05:58:18,DELIVERED
O0000594,C000436,S006,2025-12-24 12:10:18,DELIVERED
O0000595,C000111,S010,2025-12-26 22:03:18,DELIVERED
O0000596,C000395,S010,2025-12-22 11:53:18,PLACED
O0000597,C000255,S008,2025-12-28 19:55:18,PLACED
O0000598,C000551,S002,2025-12-28 11:38:18,PLACED
O0000599,C000671,S007,2025-12-26 04:08:18,PLACED
O0000600,C000752,S007,2025-12-24 00:46:18,PLACED
O0000601,C000282,S008,2025-12-28 14:20:18,PLACED
O0000602,C000598,S009,2025-12-24 00:20:18,DELIVERED
O0000603,C000356,S008,2025-12-22 00:30:18,PLACED
O0000604,C000582,S006,2025-12-23 01:38:18,SHIPPED
O0000605,C000270,S008,2025-12-21 21:22:18,SHIPPED
O0000606,C000683,S008,2025-12-25 13:02:18,PLACED
O0000607,C000449,S006,2025-12-22 15:04:18,SHIPPED
O0000608,C000378,S003,2025-12-22 07:48:18,DELIVERED
O0000609,C000130,S004,2025-12-28 16:19:18,DELIVERED
O0000610,C000207,S010,2025-12-23 22:05:18,DELIVERED
O0000611,C000617,S006,2025-12-26 21:45:18,PLACED
O0000612,C000710,S003,2025-12-26 15:37:18,PLACED
O0000613,C000562,S007,2025-12-23 13:51:18,DELIVERED
O0000614,C000564,S001,2025-12-22 07:38:18,DELIVERED
O0000615,C000486,S002,2025-12-22 17:58:18,PLACED
O0000616,C000156,S007,2025-12-23 08:18:18,SHIPPED
O0000617,C000560,S010,2025-12-23 02:06:18,PLACED
O0000618,C000399,S010,2025-12-23 21:29:18,SHIPPED
O0000619,C000112,S005,2025-12-24 08:16:18,SHIPPED
O0000620,C000466,S003,2025-12-27 21:07:18,PLACED
O0000621,C000316,S004,2025-12-28 13:17:18,DELIVERED
O0000622,C000218,S007,2025-12-23 14:32:18,DELIVERED
O0000623,C000162,S003,2025-12-28 09:25:18,DELIVERED
O0000624,C000431,S008,2025-12-26 12:50:18,PLACED
O0000625,C000261,S004,2025-12-26 13:58:18,PLACED
O0000626,C000586,S004,2025-12-26 18:47:18,DELIVERED
O0000627,C000201,S009,2025-12-22 07:05:18,SHIPPED
O0000628,C000275,S008,2025-12-23 02:04:18,CANCELLED
O0000629,C000677,S006,2025-12-22 06:15:18,SHIPPED
O0000630,C000248,S005,2025-12-28 05:23:18,PLACED
O0000631,C000771,S004,2025-12-22 07:00:18,DELIVERED
O0000632,C000487,S002,2025-12-27 11:15:18,DELIVERED
O0000633,C000013,S005,2025-12-24 13:09:18,PLACED
O0000634,C000186,S007,2025-12-23 01:43:18,SHIPPED
O0000635,C000026,S002,2025-12-26 21:50:18,SHIPPED
O0000636,C000686,S008,2025-12-28 18:22:18,SHIPPED
O0000637,C000235,S010,2025-12-24 08:02:18,CANCELLED
O0000638,C000312,S001,2025-12-25 19:27:18,PLACED
O0000639,C000475,S002,2025-12-23 05:31:18,DELIVERED
O0000640,C000241,S002,2025-12-24 20:03:18,PLACED
O0000641,C000143,S008,2025-12-28 11:21:18,DELIVERED
O0000642,C000662,S006,2025-12-23 13:23:18,DELIVERED
O0000643,C000636,S001,2025-12-23 14:55:18,PLACED
O0000644,C000734,S002,2025-12-28 10:31:18,DELIVERED
O0000645,C000427,S006,2025-12-23 18:04:18,SHIPPED
O0000646,C000727,S001,2025-12-25 07:20:18,DELIVERED
O0000647,C000698,S002,2025-12-26 14:47:18,CANCELLED
O0000648,C000763,S010,2025-12-22 04:56:18,PLACED
O0000649,C000135,S004,2025-12-24 22:01:18,DELIVERED
O0000650,C000692,S004,2025-12-28 08:56:18,DELIVERED
O0000651,C000112,S002,2025-12-24 01:32:18,SHIPPED
O0000652,C000065,S009,2025-12-27 12:34:18,DELIVERED
O0000653,C000759,S008,2025-12-27 02:33:18,PLACED
O0000654,C000376,S004,2025-12-23 14:39:18,PLACED
O0000655,C000397,S002,2025-12-23 09:04:18,DELIVERED
O0000656,C000157,S009,2025-12-24 19:46:18,SHIPPED
O0000657,C000154,S003,2025-12-26 04:55:18,PLACED
O0000658,C000230,S003,2025-12-21 22:43:18,SHIPPED
O0000659,C000704,S009,2025-12-23 07:16:18,SHIPPED
O0000660,C000674,S004,2025-12-28 14:24:18,DELIVERED
O0000661,C000338,S006,2025-12-25 01:52:18,DELIVERED
O0000662,C000707,S010,2025-12-23 19:02:18,PLACED
O0000663,C000789,S009,2025-12-23 07:11:18,DELIVERED
O0000664,C000528,S006,2025-12-24 23:57:18,PLACED
O0000665,C000595,S007,2025-12-22 23:56:18,DELIVERED
O0000666,C000357,S007,2025-12-27 00:24:18,CANCELLED
O0000667,C000635,S005,2025-12-25 14:37:18,PLACED
O0000668,C000737,S009,2025-12-26 19:26:18,PLACED
O0000669,C000278,S004,2025-12-28 05:28:18,DELIVERED
O0000670,C000448,S006,2025-12-23 06:50:18,PLACED
O0000671,C000783,S005,2025-12-26 13:53:18,PLACED
O0000672,C000587,S010,2025-12-27 03:58:18,DELIVERED
O0000673,C000159,S005,2025-12-27 17:34:18,SHIPPED
O0000674,C000771,S002,2025-12-23 11:43:18,DELIVERED
O0000675,C000211,S009,2025-12-28 05:59:18,SHIPPED
O0000676,C000450,S006,2025-12-27 22:25:18,PLACED
O0000677,C000289,S010,2025-12-26 06:16:18,DELIVERED
O0000678,C000439,S010,2025-12-23 22:59:18,DELIVERED
O0000679,C000646,S004,2025-12-27 23:24:18,CANCELLED
O0000680,C000427,S001,2025-12-26 09:41:18,DELIVERED
O0000681,C000442,S007,2025-12-23 15:04:18,SHIPPED
O0000682,C000507,S010,2025-12-28 00:32:18,DELIVERED
O0000683,C000517,S008,2025-12-23 22:45:18,SHIPPED
O0000684,C000592,S006,2025-12-27 04:16:18,PLACED
O0000685,C000118,S001,2025-12-24 09:25:18,PLACED
O0000686,C000038,S003,2025-12-23 16:32:18,PLACED
O0000687,C000144,S008,2025-12-27 01:50:18,CANCELLED
O0000688,C000704,S009,2025-12-24 09:32:18,PLACED
O0000689,C000694,S001,2025-12-24 13:17:18,PLACED
O0000690,C000350,S008,2025-12-27 16:46:18,PLACED
O0000691,C000723,S003,2025-12-25 21:07:18,SHIPPED
O0000692,C000063,S001,2025-12-23 12:03:18,PLACED
O0000693,C000665,S007,2025-12-26 06:35:18,DELIVERED
O0000694,C000747,S001,2025-12-27 05:17:18,DELIVERED
O0000695,C000227,S004,2025-12-25 19:20:18,DELIVERED
O0000696,C000173,S004,2025-12-24 05:25:18,DELIVERED
O0000697,C000475,S003,2025-12-28 15:22:18,PLACED
O0000698,C000506,S006,2025-12-26 21:48:18,DELIVERED
O0000699,C000402,S009,2025-12-25 17:41:18,PLACED
O0000700,C000720,S001,2025-12-24 08:14:18,PLACED
O0000701,C000020,S003,2025-12-26 17:15:18,PLACED
O0000702,C000699,S002,2025-12-25 19:22:18,DELIVERED
O0000703,C000152,S007,2025-12-24 01:07:18,DELIVERED
O0000704,C000782,S003,2025-12-25 15:53:18,PLACED
O0000705,C000765,S009,2025-12-27 08:36:18,DELIVERED
O0000706,C000767,S004,2025-12-27 15:36:18,CANCELLED
O0000707,C000275,S004,2025-12-26 05:04:18,PLACED
O0000708,C000508,S002,2025-12-26 20:02:18,DELIVERED
O0000709,C000078,S002,2025-12-25 13:34:18,DELIVERED
O0000710,C000557,S003,2025-12-24 00:46:18,DELIVERED
O0000711,C000120,S004,2025-12-22 14:07:18,SHIPPED
O0000712,C000334,S006,2025-12-23 01:41:18,DELIVERED
O0000713,C000582,S003,2025-12-24 07:52:18,DELIVERED
O0000714,C000398,S005,2025-12-25 02:09:18,SHIPPED
O0000715,C000189,S001,2025-12-27 06:11:18,PLACED
O0000716,C000502,S001,2025-12-23 04:23:18,DELIVERED
O0000717,C000471,S003,2025-12-25 19:20:18,DELIVERED
O0000718,C000249,S001,2025-12-24 04:09:18,PLACED
O0000719,C000447,S007,2025-12-27 07:08:18,DELIVERED
O0000720,C000567,S008,2025-12-22 17:28:18,DELIVERED
O0000721,C000603,S004,2025-12-28 09:40:18,DELIVERED
O0000722,C000230,S003,2025-12-27 07:40:18,SHIPPED
O0000723,C000522,S008,2025-12-24 03:25:18,CANCELLED
O0000724,C000113,S006,2025-12-24 03:37:18,SHIPPED
O0000725,C000110,S006,2025-12-25 12:43:18,SHIPPED
O0000726,C000005,S007,2025-12-22 13:44:18,SHIPPED
O0000727,C000503,S001,2025-12-24 09:24:18,DELIVERED
O0000728,C000381,S007,2025-12-23 12:20:18,PLACED
O0000729,C000375,S009,2025-12-23 07:52:18,SHIPPED
O0000730,C000493,S002,2025-12-25 11:21:18,PLACED
O0000731,C000647,S008,2025-12-23 22:13:18,SHIPPED
O0000732,C000678,S005,2025-12-23 07:32:18,DELIVERED
O0000733,C000652,S004,2025-12-28 04:54:18,DELIVERED
O0000734,C000422,S008,2025-12-23 04:58:18,DELIVERED
O0000735,C000029,S006,2025-12-26 06:18:18,DELIVERED
O0000736,C000795,S006,2025-12-27 20:55:18,PLACED
O0000737,C000324,S003,2025-12-26 10:55:18,PLACED
O0000738,C000561,S008,2025-12-23 03:04:18,SHIPPED
O0000739,C000023,S006,2025-12-27 01:36:18,SHIPPED
O0000740,C000699,S008,2025-12-27 05:42:18,CANCELLED
O0000741,C000277,S009,2025-12-25 16:27:18,PLACED
O0000742,C000644,S006,2025-12-27 14:41:18,SHIPPED
O0000743,C000377,S006,2025-12-24 02:55:18,SHIPPED
O0000744,C000434,S007,2025-12-22 16:54:18,PLACED
O0000745,C000598,S004,2025-12-25 17:11:18,PLACED
O0000746,C000194,S007,2025-12-27 20:12:18,DELIVERED
O0000747,C000506,S001,2025-12-24 18:06:18,SHIPPED
O0000748,C000154,S003,2025-12-27 19:56:18,SHIPPED
O0000749,C000663,S005,2025-12-22 01:38:18,SHIPPED
O0000750,C000336,S010,2025-12-25 22:24:18,DELIVERED
O0000751,C000160,S003,2025-12-22 19:56:18,PLACED
O0000752,C000415,S001,2025-12-24 14:29:18,DELIVERED
O0000753,C000775,S004,2025-12-22 08:01:18,SHIPPED
O0000754,C000524,S009,2025-12-22 05:48:18,CANCELLED
O0000755,C000011,S006,2025-12-27 19:13:18,PLACED
O0000756,C000560,S003,2025-12-23 04:18:18,PLACED
O0000757,C000005,S002,2025-12-25 18:45:18,SHIPPED
O0000758,C000344,S007,2025-12-24 04:04:18,PLACED
O0000759,C000775,S007,2025-12-25 05:24:18,PLACED
O0000760,C000119,S001,2025-12-28 03:53:18,DELIVERED
O0000761,C000340,S010,2025-12-26 14:41:18,PLACED
O0000762,C000611,S006,2025-12-26 12:16:18,DELIVERED
O0000763,C000699,S007,2025-12-25 16:15:18,CANCELLED
O0000764,C000234,S005,2025-12-26 10:18:18,SHIPPED
O0000765,C000105,S001,2025-12-22 04:34:18,DELIVERED
O0000766,C000596,S004,2025-12-25 18:16:18,DELIVERED
O0000767,C000708,S010,2025-12-22 14:21:18,SHIPPED
O0000768,C000391,S002,2025-12-27 05:47:18,DELIVERED
O0000769,C000703,S001,2025-12-28 14:00:18,PLACED
O0000770,C000655,S005,2025-12-22 19:21:18,DELIVERED
O0000771,C000438,S010,2025-12-28 03:18:18,DELIVERED
O0000772,C000386,S004,2025-12-25 11:05:18,CANCELLED
O0000773,C000504,S006,2025-12-24 04:23:18,DELIVERED
O0000774,C000642,S001,2025-12-24 00:56:18,DELIVERED
O0000775,C000550,S001,2025-12-22 17:48:18,PLACED
O0000776,C000609,S008,2025-12-24 19:43:18,PLACED
O0000777,C000775,S002,2025-12-25 02:41:18,SHIPPED
O0000778,C000537,S008,2025-12-27 19:23:18,DELIVERED
O0000779,C000071,S004,2025-12-27 00:59:18,DELIVERED
O0000780,C000689,S005,2025-12-28 11:50:18,DELIVERED
O0000781,C000786,S009,2025-12-28 17:36:18,PLACED
O0000782,C000571,S010,2025-12-24 19:25:18,SHIPPED
O0000783,C000329,S001,2025-12-26 13:34:18,DELIVERED
O0000784,C000114,S010,2025-12-26 08:27:18,SHIPPED
O0000785,C000562,S004,2025-12-24 06:22:18,DELIVERED
O0000786,C000079,S008,2025-12-24 10:54:18,PLACED
O0000787,C000547,S004,2025-12-26 23:10:18,PLACED
O0000788,C000049,S003,2025-12-24 06:13:18,CANCELLED
O0000789,C000100,S009,2025-12-23 09:11:18,DELIVERED
O0000790,C000790,S004,2025-12-28 14:23:18,DELIVERED
O0000791,C000698,S010,2025-12-23 10:44:18,PLACED
O0000792,C000755,S008,2025-12-26 05:37:18,DELIVERED
O0000793,C000265,S003,2025-12-23 22:01:18,DELIVERED
O0000794,C000676,S002,2025-12-22 14:37:18,PLACED
O0000795,C000375,S005,2025-12-27 08:33:18,DELIVERED
O0000796,C000589,S010,2025-12-28 06:27:18,DELIVERED
O0000797,C000168,S009,2025-12-27 15:49:18,DELIVERED
O0000798,C000662,S010,2025-12-23 13:34:18,DELIVERED
O0000799,C000632,S002,2025-12-23 17:01:18,DELIVERED
O0000800,C000148,S003,2025-12-23 17:24:18,PLACED
O0000801,C000447,S007,2025-12-26 19:34:18,DELIVERED
O0000802,C000378,S006,2025-12-28 05:11:18,SHIPPED
O0000803,C000109,S008,2025-12-22 08:51:18,DELIVERED
O0000804,C000164,S001,2025-12-23 15:53:18,SHIPPED
O0000805,C000096,S004,2025-12-28 19:06:18,PLACED
O0000806,C000206,S002,2025-12-26 00:16:18,DELIVERED
O0000807,C000416,S008,2025-12-26 20:29:18,SHIPPED
O0000808,C000661,S009,2025-12-26 16:13:18,PLACED
O0000809,C000620,S003,2025-12-26 04:30:18,PLACED
O0000810,C000338,S009,2025-12-28 14:38:18,SHIPPED
O0000811,C000129,S001,2025-12-25 01:19:18,PLACED
O0000812,C000387,S001,2025-12-26 13:34:18,PLACED
O0000813,C000407,S003,2025-12-28 06:06:18,SHIPPED
O0000814,C000696,S008,2025-12-23 12:31:18,PLACED
O0000815,C000658,S006,2025-12-24 18:21:18,SHIPPED
O0000816,C000136,S001,2025-12-23 13:04:18,DELIVERED
O0000817,C000217,S005,2025-12-24 20:15:18,SHIPPED
O0000818,C000102,S002,2025-12-28 05:05:18,DELIVERED
O0000819,C000446,S004,2025-12-24 02:31:18,PLACED
O0000820,C000447,S005,2025-12-24 16:59:18,SHIPPED
O0000821,C000671,S006,2025-12-22 05:38:18,DELIVERED
O0000822,C000095,S010,2025-12-25 20:53:18,CANCELLED
O0000823,C000114,S002,2025-12-23 01:30:18,DELIVERED
O0000824,C000532,S005,2025-12-23 00:03:18,DELIVERED
O0000825,C000534,S001,2025-12-26 03:08:18,DELIVERED
O0000826,C000289,S004,2025-12-25 22:29:18,SHIPPED
O0000827,C000707,S002,2025-12-26 05:55:18,DELIVERED
O0000828,C000310,S004,2025-12-22 21:57:18,DELIVERED
O0000829,C000677,S008,2025-12-28 08:53:18,PLACED
O0000830,C000583,S007,2025-12-22 11:00:18,PLACED
O0000831,C000015,S008,2025-12-27 03:43:18,CANCELLED
O0000832,C000761,S005,2025-12-21 23:39:18,SHIPPED
O0000833,C000797,S005,2025-12-25 17:00:18,SHIPPED
O0000834,C000328,S003,2025-12-27 22:12:18,SHIPPED
O0000835,C000008,S007,2025-12-24 03:12:18,DELIVERED
O0000836,C000251,S010,2025-12-22 07:46:18,DELIVERED
O0000837,C000106,S009,2025-12-27 03:38:18,SHIPPED
O0000838,C000538,S007,2025-12-21 23:15:18,DELIVERED
O0000839,C000757,S009,2025-12-22 01:23:18,DELIVERED
O0000840,C000781,S001,2025-12-23 19:52:18,DELIVERED
O0000841,C000288,S007,2025-12-25 08:34:18,DELIVERED
O0000842,C000341,S007,2025-12-24 23:27:18,DELIVERED
O0000843,C000240,S010,2025-12-22 12:48:18,SHIPPED
O0000844,C000203,S010,2025-12-27 01:30:18,DELIVERED
O0000845,C000544,S001,2025-12-24 14:41:18,SHIPPED
O0000846,C000784,S009,2025-12-26 07:35:18,SHIPPED
O0000847,C000581,S010,2025-12-23 08:49:18,DELIVERED
O0000848,C000463,S001,2025-12-24 10:03:18,DELIVERED
O0000849,C000349,S005,2025-12-24 14:25:18,DELIVERED
O0000850,C000635,S004,2025-12-27 11:01:18,PLACED
O0000851,C000560,S003,2025-12-25 07:37:18,PLACED
O0000852,C000499,S010,2025-12-28 15:37:18,SHIPPED
O0000853,C000700,S010,2025-12-25 00:40:18,PLACED
O0000854,C000399,S006,2025-12-22 04:13:18,SHIPPED
O0000855,C000672,S005,2025-12-26 06:42:18,DELIVERED
O0000856,C000521,S006,2025-12-25 03:43:18,DELIVERED
O0000857,C000183,S010,2025-12-22 20:22:18,SHIPPED
O0000858,C000370,S002,2025-12-27 20:16:18,DELIVERED
O0000859,C000694,S003,2025-12-24 01:35:18,DELIVERED
O0000860,C000321,S010,2025-12-25 14:07:18,CANCELLED
O0000861,C000717,S002,2025-12-28 01:31:18,PLACED
O0000862,C000208,S004,2025-12-22 16:54:18,PLACED
O0000863,C000026,S001,2025-12-27 17:04:18,DELIVERED
O0000864,C000569,S009,2025-12-28 01:12:18,PLACED
O0000865,C000247,S009,2025-12-27 08:30:18,DELIVERED
O0000866,C000414,S001,2025-12-27 03:42:18,DELIVERED
O0000867,C000791,S004,2025-12-26 18:09:18,DELIVERED
O0000868,C000509,S001,2025-12-22 23:26:18,DELIVERED
O0000869,C000423,S004,2025-12-24 21:46:18,SHIPPED
O0000870,C000694,S008,2025-12-27 19:02:18,DELIVERED
O0000871,C000649,S007,2025-12-28 15:26:18,DELIVERED
O0000872,C000539,S007,2025-12-26 17:17:18,DELIVERED
O0000873,C000404,S008,2025-12-22 05:34:18,PLACED
O0000874,C000575,S009,2025-12-25 19:23:18,PLACED
O0000875,C000260,S007,2025-12-24 08:40:18,DELIVERED
O0000876,C000723,S006,2025-12-28 07:30:18,SHIPPED
O0000877,C000689,S001,2025-12-26 10:51:18,DELIVERED
O0000878,C000209,S007,2025-12-22 21:01:18,PLACED
O0000879,C000598,S006,2025-12-22 11:50:18,DELIVERED
O0000880,C000334,S002,2025-12-23 01:14:18,CANCELLED
O0000881,C000036,S005,2025-12-28 02:16:18,PLACED
O0000882,C000446,S008,2025-12-27 01:10:18,PLACED
O0000883,C000117,S009,2025-12-22 16:08:18,SHIPPED
O0000884,C000201,S004,2025-12-24 00:15:18,DELIVERED
O0000885,C000186,S002,2025-12-25 10:29:18,SHIPPED
O0000886,C000073,S002,2025-12-22 04:58:18,CANCELLED
