order_id,product_id,qty,unit_price,discount_pct
O0000570,P00203,3,303.27,0
O0000570,P00147,3,398.84,0
O0000571,P00058,3,74.38,0
O0000571,P00060,2,104.42,0
O0000571,P00031,4,23.64,5
O0000571,P00011,1,188.05,10
O0000571,P00116,2,159.61,10
O0000572,P00096,4,141.04,5
O0000572,P00095,4,228.1,10
O0000572,P00242,3,224.12,0
O0000573,P00144,2,37.32,15
O0000573,P00251,1,403.39,0
O0000574,P00231,1,161.36,15
O0000574,P00081,4,232.22,0
O0000574,P00205,4,23.04,0
O0000575,P00256,3,20.3,0
O0000575,P00185,4,326.57,15
O0000576,P00273,4,67.39,5
O0000577,P00212,3,143.34,10
O0000577,P00138,1,279.9,5
O0000577,P00070,3,307.02,5
O0000577,P00057,1,161.78,0
O0000578,P00174,2,216.74,10
O0000579,P00002,2,135.78,10
O0000579,P00105,4,102.78,15
O0000579,P00177,4,36.67,10
O0000580,P00154,3,275.13,0
O0000581,P00205,1,23.04,10
O0000581,P00145,3,273.84,10
O0000581,P00191,2,115.77,15
O0000582,P00238,4,313.0,10
O0000582,P00262,3,166.66,10
O0000583,P00017,3,394.79,10
O0000584,P00277,1,272.59,0
O0000584,P00006,1,449.49,10
O0000585,P00237,4,239.06,0
O0000586,P00148,3,353.1,0
O0000586,P00289,3,134.06,0
O0000586,P00160,1,327.28,10
O0000587,P00111,3,331.52,15
O0000587,P00144,4,37.32,0
O0000587,P00038,4,246.63,15
O0000588,P00128,4,52.27,5
O0000588,P00064,3,351.23,10
O0000589,P00142,4,237.25,0
O0000589,P00006,2,449.49,10
O0000589,P00081,3,232.22,0
O0000590,P00058,2,74.38,10
O0000590,P00232,4,57.6,0
O0000590,P00205,4,23.04,10
O0000590,P00136,2,130.36,15
O0000591,P00047,4,313.97,5
O0000591,P00021,3,52.98,0
O0000591,P00216,3,114.72,5
O0000591,P00011,2,188.05,15
O0000592,P00200,3,259.41,0
O0000593,P00140,3,195.53,0
O0000593,P00054,2,361.76,0
O0000594,P00021,3,52.98,10
O0000594,P00243,2,472.29,0
O0000594,P00103,3,244.98,0
O0000594,P00220,4,277.67,0
O0000595,P00026,2,307.76,0
O0000595,P00090,1,158.36,5
O0000595,P00078,1,113.39,0
O0000596,P00174,2,216.74,0
O0000596,P00094,2,72.09,5
O0000596,P00159,1,146.75,0
O0000596,P00189,1,234.03,10
O0000597,P00266,2,352.35,5
O0000597,P00139,1,260.36,5
O0000597,P00007,4,286.68,15
O0000597,P00259,2,345.65,0
O0000597,P00051,4,130.03,0
O0000598,P00224,2,161.57,0
O0000598,P00134,2,417.99,0
O0000599,P00161,2,236.25,15
O0000599,P00226,3,312.83,0
O0000599,P00183,2,14.87,10
O0000599,P00147,2,398.84,15
O0000599,P00157,2,320.01,5
O0000600,P00047,1,313.97,15
O0000600,P00288,1,276.07,0
O0000600,P00023,3,401.83,5
O0000601,P00157,3,320.01,15
O0000601,P00096,3,141.04,0
O0000602,P00147,4,398.84,5
O0000602,P00213,2,147.07,0
O0000602,P00068,2,58.1,0
O0000602,P00169,3,377.24,10
O0000602,P00013,2,209.49,15
O0000603,P00164,2,260.83,0
O0000604,P00118,2,100.67,10
O0000604,P00115,2,120.38,5
O0000604,P00108,4,337.71,0
O0000605,P00195,1,216.81,15
O0000605,P00040,4,223.97,5
O0000605,P00234,3,30.93,15
O0000605,P00261,4,179.77,5
O0000605,P00028,3,73.05,0
O0000606,P00250,1,306.54,15
O0000607,P00003,1,219.5,15
O0000607,P00298,2,277.75,0
O0000607,P00068,3,58.1,0
O0000607,P00070,4,307.02,5
O0000608,P00064,4,351.23,10
O0000608,P00025,4,246.01,5
O0000608,P00081,3,232.22,5
O0000608,P00118,4,100.67,5
O0000609,P00192,3,32.05,15
O0000609,P00261,3,179.77,0
O0000610,P00292,4,286.65,15
O0000610,P00224,4,161.57,0
O0000610,P00137,2,260.82,5
O0000610,P00125,4,11.08,0
O0000610,P00084,2,117.75,0
O0000611,P00100,2,364.5,15
O0000612,P00057,4,161.78,0
O0000612,P00248,4,141.96,0
O0000612,P00278,1,166.59,15
O0000612,P00066,1,319.06,0
O0000612,P00270,2,154.83,0
O0000613,P00055,2,242.13,15
O0000614,P00217,2,4.03,5
O0000614,P00050,1,139.64,0
O0000614,P00205,2,23.04,10
O0000614,P00101,2,135.3,0
O0000615,P00118,2,100.67,15
O0000616,P00265,4,245.63,0
O0000616,P00249,4,370.89,0
O0000616,P00022,1,195.49,15
O0000616,P00250,2,306.54,0
O0000616,P00029,4,113.19,15
O0000617,P00193,3,228.09,15
O0000617,P00192,1,32.05,0
O0000618,P00118,3,100.67,0
O0000618,P00239,3,227.4,0
O0000618,P00162,1,9.66,5
O0000619,P00054,2,361.76,10
O0000619,P00193,2,228.09,5
O0000619,P00214,4,64.44,0
O0000620,P00060,2,104.42,0
O0000620,P00007,2,286.68,15
O0000620,P00081,1,232.22,10
O0000620,P00087,2,142.15,0
O0000620,P00048,4,34.17,5
O0000621,P00252,1,47.39,10
O0000621,P00101,3,135.3,10
O0000621,P00049,2,451.99,5
O0000622,P00194,2,181.2,15
O0000622,P00124,2,348.75,0
O0000622,P00240,4,375.95,5
O0000622,P00174,2,216.74,0
O0000623,P00063,3,161.21,10
O0000624,P00183,4,14.87,10
O0000624,P00061,1,10.29,5
O0000624,P00001,4,79.9,0
O0000624,P00215,1,36.18,0
O0000625,P00281,4,287.43,0
O0000625,P00138,4,279.9,5
O0000625,P00027,1,389.4,10
O0000626,P00237,2,239.06,10
O0000626,P00240,3,375.95,15
O0000626,P00098,2,175.74,5
O0000627,P00151,4,338.04,15
O0000628,P00114,3,115.13,10
O0000629,P00296,3,112.74,5
O0000629,P00098,4,175.74,15
O0000630,P00084,4,117.75,10
O0000630,P00239,2,227.4,15
O0000631,P00070,3,307.02,0
O0000631,P00001,2,79.9,0
O0000631,P00094,2,72.09,15
O0000631,P00043,4,315.67,5
O0000631,P00110,2,98.27,5
O0000632,P00168,3,92.02,15
O0000632,P00106,4,24.87,5
O0000632,P00221,4,258.32,10
O0000632,P00217,3,4.03,5
O0000632,P00066,1,319.06,5
O0000633,P00107,2,356.38,0
O0000633,P00215,4,36.18,0
O0000633,P00079,2,288.69,5
O0000633,P00179,3,116.02,5
O0000634,P00008,4,144.32,5
O0000634,P00034,3,218.72,10
O0000635,P00019,3,62.98,0
O0000635,P00029,1,113.19,15
O0000636,P00061,4,10.29,15
O0000636,P00099,4,400.17,0
O0000637,P00117,4,65.35,15
O0000637,P00274,2,8.52,15
O0000638,P00244,4,131.91,10
O0000638,P00163,4,361.68,10
O0000638,P00237,2,239.06,10
O0000638,P00177,1,36.67,5
O0000639,P00037,3,59.24,10
O0000639,P00288,2,276.07,10
O0000639,P00223,2,9.6,0
O0000640,P00270,4,154.83,0
O0000640,P00060,4,104.42,5
O0000640,P00103,2,244.98,10
O0000640,P00140,3,195.53,5
O0000640,P00064,2,351.23,5
O0000641,P00113,2,178.97,0
O0000641,P00131,1,82.28,0
O0000642,P00126,4,66.94,15
O0000642,P00178,3,259.32,0
O0000642,P00009,4,25.41,15
O0000643,P00167,2,172.97,0
O0000643,P00202,4,279.03,15
O0000643,P00066,2,319.06,5
O0000643,P00180,3,171.15,10
O0000644,P00058,4,74.38,10
O0000644,P00185,1,326.57,15
O0000645,P00173,3,288.43,15
O0000646,P00078,3,113.39,0
O0000646,P00114,1,115.13,0
O0000647,P00223,4,9.6,5
O0000648,P00194,2,181.2,0
O0000648,P00270,2,154.83,10
O0000648,P00205,4,23.04,0
O0000648,P00087,1,142.15,0
O0000648,P00024,4,273.57,15
O0000649,P00237,3,239.06,15
O0000649,P00113,4,178.97,0
O0000649,P00145,4,273.84,10
O0000650,P00196,3,97.77,15
O0000651,P00129,2,193.0,0
O0000651,P00293,4,56.32,0
O0000651,P00124,4,348.75,0
O0000652,P00190,4,205.64,5
O0000652,P00287,3,37.54,15
O0000653,P00249,4,370.89,0
O0000653,P00247,2,225.89,0
O0000653,P00184,4,266.65,0
O0000653,P00041,1,14.62,0
O0000654,P00112,1,47.63,15
O0000655,P00146,4,128.69,5
O0000655,P00114,4,115.13,5
O0000655,P00012,2,100.84,0
O0000655,P00109,4,97.96,15
O0000656,P00054,2,361.76,10
O0000656,P00011,1,188.05,0
O0000656,P00023,1,401.83,15
O0000656,P00214,3,64.44,0
O0000656,P00103,2,244.98,15
O0000657,P00287,2,37.54,10
O0000657,P00202,4,279.03,5
O0000657,P00279,3,243.13,10
O0000657,P00074,4,93.93,5
O0000658,P00188,3,335.79,10
O0000658,P00183,3,14.87,10
O0000658,P00204,4,463.77,15
O0000658,P00276,2,103.85,0
O0000658,P00294,1,147.68,15
O0000659,P00107,2,356.38,15
O0000659,P00088,1,225.14,5
O0000659,P00142,1,237.25,15
O0000660,P00020,4,36.02,0
O0000660,P00183,2,14.87,0
O0000661,P00285,1,55.75,0
O0000662,P00062,2,115.99,15
O0000662,P00142,3,237.25,10
O0000663,P00170,3,116.08,15
O0000664,P00119,3,261.9,10
O0000664,P00105,1,102.78,15
O0000665,P00043,1,315.67,15
O0000666,P00002,3,135.78,0
O0000666,P00052,3,148.28,0
O0000666,P00053,1,110.35,0
O0000666,P00292,3,286.65,0
O0000666,P00056,3,323.19,0
O0000667,P00099,2,400.17,0
O0000668,P00300,4,317.62,0
O0000668,P00117,3,65.35,0
O0000668,P00084,3,117.75,10
O0000668,P00288,4,276.07,0
O0000668,P00285,1,55.75,10
O0000669,P00167,3,172.97,10
O0000669,P00088,2,225.14,0
O0000669,P00051,3,130.03,15
O0000670,P00279,3,243.13,15
O0000670,P00233,4,184.36,0
O0000670,P00130,1,69.89,15
O0000670,P00035,2,170.09,10
O0000671,P00025,1,246.01,10
O0000671,P00128,4,52.27,5
O0000671,P00212,3,143.34,10
O0000671,P00194,2,181.2,10
O0000672,P00219,3,115.43,15
O0000672,P00097,4,183.75,0
O0000672,P00030,2,101.71,10
O0000672,P00288,3,276.07,0
O0000673,P00163,4,361.68,5
O0000673,P00237,4,239.06,0
O0000673,P00201,2,62.24,10
O0000673,P00111,1,331.52,0
O0000673,P00233,4,184.36,15
O0000674,P00070,2,307.02,0
O0000674,P00187,4,200.42,10
O0000674,P00069,1,123.22,0
O0000674,P00080,3,25.4,15
O0000674,P00050,2,139.64,0
O0000675,P00068,3,58.1,10
O0000676,P00090,2,158.36,10
O0000677,P00145,2,273.84,10
O0000677,P00133,3,380.46,0
O0000677,P00249,1,370.89,0
O0000678,P00021,4,52.98,0
O0000679,P00270,1,154.83,0
O0000679,P00280,3,145.69,0
O0000680,P00043,1,315.67,15
O0000681,P00245,4,265.56,10
O0000681,P00097,1,183.75,15
O0000682,P00097,1,183.75,15
O0000682,P00020,4,36.02,0
O0000682,P00151,3,338.04,10
O0000682,P00032,4,166.5,0
O0000682,P00085,1,263.89,5
O0000683,P00127,3,279.84,0
O0000683,P00294,2,147.68,0
O0000684,P00006,3,449.49,10
O0000684,P00264,3,313.22,0
O0000685,P00073,4,4.35,10
O0000685,P00004,2,230.18,5
O0000685,P00042,2,74.95,10
O0000685,P00020,4,36.02,0
O0000685,P00027,4,389.4,0
O0000686,P00210,2,239.63,5
O0000687,P00109,2,97.96,5
O0000687,P00015,4,55.29,0
O0000687,P00285,3,55.75,0
O0000687,P00152,3,377.44,15
O0000688,P00203,1,303.27,0
O0000688,P00094,4,72.09,15
O0000688,P00282,3,246.25,0
O0000689,P00134,1,417.99,5
O0000689,P00223,1,9.6,0
O0000689,P00071,3,281.51,10
O0000690,P00126,4,66.94,0
O0000690,P00038,1,246.63,10
O0000690,P00031,1,23.64,10
O0000691,P00026,2,307.76,0
O0000691,P00051,1,130.03,15
O0000691,P00195,2,216.81,15
O0000692,P00206,1,101.69,10
O0000692,P00195,4,216.81,10
O0000692,P00230,2,74.95,15
O0000692,P00194,1,181.2,0
O0000693,P00252,4,47.39,0
O0000693,P00082,4,284.5,5
O0000693,P00138,3,279.9,0
O0000694,P00123,2,225.76,0
O0000694,P00046,2,165.73,0
O0000694,P00120,3,4.64,0
O0000694,P00032,1,166.5,5
O0000694,P00211,3,265.01,0
O0000695,P00019,1,62.98,0
O0000695,P00211,1,265.01,0
O0000696,P00198,4,119.59,10
O0000696,P00110,3,98.27,10
O0000696,P00293,4,56.32,10
O0000697,P00296,3,112.74,0
O0000697,P00255,4,140.12,10
O0000698,P00155,4,66.87,0
O0000698,P00107,2,356.38,15
O0000698,P00181,3,166.54,10
O0000698,P00037,2,59.24,0
O0000699,P00071,2,281.51,10
O0000699,P00127,1,279.84,0
O0000699,P00082,2,284.5,10
O0000700,P00108,4,337.71,0
O0000700,P00122,4,319.62,15
O0000700,P00269,4,65.27,0
O0000701,P00288,1,276.07,10
O0000702,P00164,3,260.83,5
O0000702,P00274,3,8.52,5
O0000702,P00153,4,414.33,0
O0000702,P00082,3,284.5,15
O0000702,P00193,4,228.09,0
O0000703,P00117,4,65.35,0
O0000703,P00050,4,139.64,15
O0000703,P00120,2,4.64,15
O0000704,P00067,4,202.69,0
O0000704,P00260,1,263.9,0
O0000704,P00263,2,331.15,0
O0000705,P00075,2,199.22,5
O0000706,P00138,3,279.9,0
O0000707,P00132,2,188.81,0
O0000707,P00070,1,307.02,0
O0000708,P00273,4,67.39,0
O0000708,P00135,1,365.41,10
O0000708,P00209,3,181.99,5
O0000708,P00072,1,473.24,0
O0000708,P00252,2,47.39,0
O0000709,P00116,3,159.61,10
O0000709,P00049,1,451.99,0
O0000709,P00217,1,4.03,15
O0000710,P00248,3,141.96,15
O0000710,P00139,3,260.36,15
O0000711,P00137,1,260.82,15
O0000711,P00099,3,400.17,5
O0000711,P00038,1,246.63,10
O0000712,P00147,2,398.84,0
O0000712,P00166,2,328.31,15
O0000713,P00220,3,277.67,0
O0000713,P00236,1,344.05,15
O0000713,P00043,2,315.67,10
O0000714,P00248,4,141.96,0
O0000714,P00283,3,80.58,10
O0000714,P00138,4,279.9,0
O0000714,P00043,4,315.67,15
O0000714,P00231,4,161.36,15
O0000715,P00267,1,171.77,0
O0000715,P00136,1,130.36,0
O0000715,P00087,1,142.15,5
O0000716,P00259,2,345.65,5
O0000716,P00046,1,165.73,0
O0000716,P00291,4,252.06,0
O0000717,P00010,3,271.42,0
O0000717,P00069,2,123.22,0
O0000717,P00248,1,141.96,0
O0000717,P00022,2,195.49,0
O0000718,P00036,2,23.55,0
O0000719,P00132,2,188.81,15
O0000720,P00129,1,193.0,5
O0000720,P00075,4,199.22,0
O0000720,P00124,3,348.75,0
O0000721,P00083,1,137.96,0
O0000721,P00258,3,179.71,15
O0000721,P00106,2,24.87,15
O0000722,P00044,1,51.35,0
O0000722,P00078,3,113.39,10
O0000722,P00300,3,317.62,0
O0000722,P00229,3,51.28,5
O0000722,P00023,1,401.83,10
O0000723,P00257,2,452.65,5
O0000723,P00245,4,265.56,5
O0000723,P00114,4,115.13,15
O0000723,P00280,1,145.69,0
O0000724,P00198,3,119.59,10
O0000724,P00101,1,135.3,0
O0000724,P00266,3,352.35,0
O0000724,P00201,2,62.24,0
O0000724,P00154,2,275.13,15
O0000725,P00053,2,110.35,0
O0000725,P00295,4,32.67,0
O0000725,P00215,4,36.18,15
O0000726,P00258,3,179.71,0
O0000726,P00238,3,313.0,0
O0000727,P00092,4,22.64,0
O0000727,P00014,2,385.58,5
O0000727,P00007,3,286.68,15
O0000728,P00265,3,245.63,0
O0000728,P00154,2,275.13,15
O0000728,P00261,2,179.77,5
O0000728,P00096,3,141.04,15
O0000728,P00209,3,181.99,10
O0000729,P00257,3,452.65,15
O0000729,P00260,4,263.9,15
O0000729,P00275,2,282.67,10
O0000730,P00202,4,279.03,0
O0000730,P00015,4,55.29,0
O0000731,P00012,3,100.84,0
O0000731,P00158,4,199.17,15
O0000732,P00002,3,135.78,0
O0000732,P00286,4,36.55,5
O0000733,P00091,4,74.11,15
O0000734,P00176,2,140.26,5
O0000734,P00266,2,352.35,5
O0000734,P00174,3,216.74,0
O0000734,P00221,3,258.32,0
O0000734,P00285,2,55.75,0
O0000735,P00056,1,323.19,0
O0000735,P00046,3,165.73,15
O0000735,P00156,4,139.77,0
O0000735,P00259,4,345.65,15
O0000735,P00101,2,135.3,0
O0000736,P00147,3,398.84,10
O0000736,P00187,2,200.42,0
O0000736,P00020,1,36.02,15
O0000737,P00030,1,101.71,0
O0000737,P00141,4,100.39,15
O0000737,P00050,1,139.64,5
O0000737,P00292,2,286.65,0
O0000738,P00013,4,209.49,10
O0000739,P00137,3,260.82,10
O0000740,P00125,1,11.08,10
O0000740,P00193,3,228.09,0
O0000741,P00262,2,166.66,15
O0000741,P00033,4,225.4,10
O0000741,P00277,1,272.59,15
O0000741,P00266,3,352.35,5
O0000741,P00275,3,282.67,15
O0000742,P00106,3,24.87,10
O0000743,P00124,1,348.75,15
O0000743,P00185,3,326.57,15
O0000744,P00116,3,159.61,5
O0000744,P00253,3,131.83,10
O0000745,P00067,2,202.69,15
O0000746,P00062,2,115.99,0
O0000746,P00198,4,119.59,5
O0000746,P00161,2,236.25,10
O0000746,P00158,1,199.17,0
O0000746,P00177,1,36.67,0
O0000747,P00182,2,317.13,5
O0000748,P00220,4,277.67,10
O0000748,P00284,1,225.82,15
O0000748,P00060,4,104.42,10
O0000749,P00080,1,25.4,0
O0000749,P00115,2,120.38,5
O0000750,P00021,2,52.98,0
O0000750,P00186,2,361.62,15
O0000750,P00261,3,179.77,0
O0000750,P00127,2,279.84,10
O0000750,P00201,2,62.24,0
O0000751,P00118,4,100.67,0
O0000751,P00064,1,351.23,0
O0000752,P00098,2,175.74,0
O0000752,P00231,1,161.36,0
O0000753,P00091,3,74.11,0
O0000753,P00101,2,135.3,0
O0000754,P00195,1,216.81,15
O0000754,P00099,4,400.17,0
O0000754,P00166,2,328.31,0
O0000754,P00262,1,166.66,15
O0000754,P00135,1,365.41,0
O0000755,P00182,2,317.13,0
O0000755,P00136,1,130.36,0
O0000755,P00236,2,344.05,10
O0000755,P00059,1,48.19,0
O0000756,P00092,2,22.64,0
O0000756,P00298,2,277.75,10
O0000756,P00123,1,225.76,10
O0000756,P00149,2,193.02,15
O0000756,P00017,1,394.79,0
O0000757,P00225,2,393.72,0
O0000757,P00003,4,219.5,0
O0000757,P00151,2,338.04,0
O0000758,P00248,4,141.96,15
O0000758,P00102,1,127.43,5
O0000758,P00277,1,272.59,10
O0000759,P00163,1,361.68,5
O0000759,P00124,3,348.75,0
O0000759,P00042,2,74.95,15
O0000759,P00122,2,319.62,5
O0000760,P00096,2,141.04,10
O0000761,P00139,1,260.36,15
O0000762,P00268,2,198.84,10
O0000762,P00197,1,74.92,0
O0000762,P00138,2,279.9,0
O0000762,P00180,3,171.15,10
O0000763,P00175,3,147.29,0
O0000763,P00053,4,110.35,0
O0000763,P00155,1,66.87,5
O0000763,P00186,3,361.62,0
O0000764,P00195,3,216.81,15
O0000764,P00121,2,166.57,15
O0000764,P00275,3,282.67,15
O0000764,P00134,2,417.99,15
O0000765,P00112,1,47.63,10
O0000765,P00009,3,25.41,10
O0000765,P00137,3,260.82,15
O0000765,P00183,3,14.87,0
O0000766,P00178,1,259.32,5
O0000767,P00120,3,4.64,5
O0000767,P00263,1,331.15,0
O0000767,P00180,2,171.15,15
O0000768,P00033,1,225.4,5
O0000769,P00222,2,160.17,0
O0000769,P00008,1,144.32,5
O0000769,P00077,4,239.42,0
O0000770,P00020,2,36.02,10
O0000770,P00221,4,258.32,0
O0000770,P00015,1,55.29,15
O0000770,P00289,1,134.06,0
O0000770,P00293,3,56.32,15
O0000771,P00234,3,30.93,0
O0000772,P00245,4,265.56,15
O0000772,P00003,3,219.5,0
O0000772,P00116,3,159.61,0
O0000773,P00042,1,74.95,0
O0000774,P00107,3,356.38,5
O0000774,P00290,1,211.57,0
O0000774,P00131,3,82.28,10
O0000774,P00299,2,367.68,5
O0000775,P00128,4,52.27,0
O0000775,P00086,3,420.39,0
O0000775,P00240,1,375.95,0
O0000775,P00297,3,300.56,5
O0000775,P00085,3,263.89,0
O0000776,P00118,1,100.67,0
O0000776,P00010,3,271.42,0
O0000776,P00270,3,154.83,5
O0000776,P00071,3,281.51,0
O0000777,P00081,3,232.22,0
O0000777,P00074,1,93.93,0
O0000777,P00077,1,239.42,0
O0000777,P00271,2,378.84,0
O0000778,P00140,2,195.53,15
O0000778,P00035,3,170.09,15
O0000778,P00088,4,225.14,0
O0000778,P00118,3,100.67,5
O0000778,P00104,2,153.57,15
O0000779,P00196,3,97.77,0
O0000779,P00248,3,141.96,5
O0000779,P00155,1,66.87,15
O0000780,P00193,4,228.09,10
O0000780,P00007,4,286.68,0
O0000780,P00237,4,239.06,0
O0000781,P00143,3,246.2,0
O0000781,P00165,3,377.0,0
O0000781,P00024,4,273.57,15
O0000781,P00075,3,199.22,0
O0000781,P00261,3,179.77,15
O0000782,P00022,4,195.49,0
O0000783,P00280,4,145.69,0
O0000783,P00034,3,218.72,0
O0000783,P00111,1,331.52,0
O0000783,P00270,4,154.83,0
O0000783,P00004,3,230.18,0
O0000784,P00185,4,326.57,15
O0000785,P00111,4,331.52,0
O0000785,P00092,3,22.64,10
O0000786,P00040,2,223.97,0
O0000787,P00277,1,272.59,0
O0000787,P00197,2,74.92,5
O0000787,P00267,2,171.77,0
O0000788,P00109,3,97.96,15
O0000789,P00277,1,272.59,10
O0000789,P00183,4,14.87,5
O0000789,P00234,1,30.93,10
O0000789,P00130,4,69.89,10
O0000789,P00231,1,161.36,0
O0000790,P00152,1,377.44,5
O0000790,P00079,2,288.69,0
O0000790,P00284,4,225.82,0
O0000790,P00277,4,272.59,5
O0000791,P00141,2,100.39,5
O0000791,P00236,1,344.05,0
O0000791,P00162,3,9.66,0
O0000792,P00242,4,224.12,10
O0000792,P00128,4,52.27,10
O0000792,P00243,4,472.29,0
O0000792,P00025,3,246.01,5
O0000793,P00133,4,380.46,10
O0000793,P00012,3,100.84,10
O0000794,P00081,4,232.22,0
O0000795,P00156,3,139.77,10
O0000795,P00098,2,175.74,15
O0000795,P00094,1,72.09,5
O0000796,P00150,1,65.55,10
O0000796,P00018,1,73.28,0
O0000796,P00296,3,112.74,15
O0000796,P00210,1,239.63,10
O0000797,P00188,3,335.79,0
O0000797,P00185,1,326.57,0
O0000797,P00287,2,37.54,0
O0000798,P00286,3,36.55,0
O0000799,P00132,3,188.81,0
O0000799,P00248,2,141.96,10
O0000799,P00108,4,337.71,0
O0000799,P00072,2,473.24,0
O0000799,P00092,2,22.64,15
O0000800,P00154,2,275.13,15
O0000800,P00275,3,282.67,5
O0000800,P00131,2,82.28,0
O0000801,P00295,4,32.67,10
O0000802,P00168,3,92.02,0
O0000803,P00114,3,115.13,10
O0000803,P00247,2,225.89,0
O0000803,P00182,2,317.13,0
O0000803,P00052,3,148.28,0
O0000804,P00188,2,335.79,5
O0000804,P00191,3,115.77,0
O0000804,P00135,2,365.41,0
O0000805,P00265,2,245.63,0
O0000805,P00148,3,353.1,15
O0000805,P00073,1,4.35,10
O0000806,P00234,1,30.93,0
O0000806,P00299,3,367.68,0
O0000806,P00261,4,179.77,5
O0000806,P00122,1,319.62,0
O0000806,P00116,4,159.61,10
O0000807,P00057,4,161.78,15
O0000807,P00111,4,331.52,5
O0000807,P00192,3,32.05,0
O0000807,P00079,3,288.69,0
O0000807,P00241,3,102.08,0
O0000808,P00293,3,56.32,15
O0000808,P00246,4,80.59,0
O0000808,P00049,4,451.99,5
O0000809,P00198,4,119.59,10
O0000809,P00025,4,246.01,0
O0000809,P00013,3,209.49,0
O0000809,P00022,3,195.49,10
O0000809,P00241,4,102.08,0
O0000810,P00256,1,20.3,5
O0000810,P00280,1,145.69,0
O0000810,P00080,1,25.4,0
O0000811,P00006,2,449.49,0
O0000811,P00132,4,188.81,15
O0000811,P00065,3,119.46,10
O0000812,P00011,2,188.05,5
O0000812,P00158,2,199.17,0
O0000813,P00280,4,145.69,0
O0000813,P00278,3,166.59,0
O0000813,P00027,2,389.4,10
O0000813,P00126,4,66.94,0
O0000813,P00240,2,375.95,0
O0000814,P00085,3,263.89,0
O0000814,P00287,1,37.54,0
O0000814,P00169,1,377.24,15
O0000814,P00116,4,159.61,0
O0000814,P00265,3,245.63,10
O0000815,P00194,4,181.2,0
O0000815,P00123,4,225.76,15
O0000815,P00066,4,319.06,0
O0000815,P00175,1,147.29,0
O0000816,P00164,3,260.83,0
O0000816,P00023,3,401.83,0
O0000817,P00264,1,313.22,0
O0000818,P00144,4,37.32,15
O0000818,P00072,4,473.24,15
O0000818,P00097,3,183.75,0
O0000819,P00027,2,389.4,15
O0000820,P00011,2,188.05,0
O0000820,P00258,1,179.71,0
O0000821,P00211,1,265.01,10
O0000822,P00042,2,74.95,0
O0000822,P00124,2,348.75,0
O0000823,P00205,1,23.04,0
O0000824,P00149,2,193.02,0
O0000824,P00179,3,116.02,15
O0000824,P00064,4,351.23,15
O0000824,P00247,3,225.89,5
O0000825,P00053,3,110.35,0
O0000826,P00093,3,146.09,15
O0000827,P00162,4,9.66,10
O0000827,P00281,1,287.43,5
O0000828,P00061,2,10.29,15
O0000828,P00164,2,260.83,0
O0000828,P00018,4,73.28,0
O0000829,P00118,3,100.67,15
O0000829,P00294,3,147.68,15
O0000830,P00020,1,36.02,10
O0000830,P00060,3,104.42,0
O0000830,P00126,4,66.94,0
O0000830,P00155,2,66.87,15
O0000831,P00093,4,146.09,0
O0000831,P00297,3,300.56,5
O0000832,P00230,4,74.95,0
O0000832,P00038,1,246.63,0
O0000832,P00226,4,312.83,5
O0000833,P00238,2,313.0,10
O0000833,P00299,3,367.68,0
O0000834,P00188,4,335.79,15
O0000834,P00264,4,313.22,10
O0000834,P00093,2,146.09,0
O0000835,P00116,2,159.61,10
O0000835,P00231,1,161.36,0
O0000835,P00251,3,403.39,0
O0000835,P00042,1,74.95,0
O0000835,P00001,1,79.9,0
O0000836,P00222,3,160.17,5
O0000836,P00185,1,326.57,0
O0000837,P00244,2,131.91,15
O0000837,P00211,1,265.01,10
O0000837,P00212,3,143.34,15
O0000837,P00121,1,166.57,0
O0000837,P00107,4,356.38,0
O0000838,P00119,2,261.9,0
O0000838,P00183,3,14.87,0
O0000838,P00057,3,161.78,10
O0000838,P00081,2,232.22,5
O0000838,P00190,3,205.64,0
O0000839,P00192,4,32.05,0
O0000839,P00176,3,140.26,0
O0000839,P00214,1,64.44,15
O0000840,P00288,3,276.07,5
O0000840,P00070,1,307.02,10
O0000840,P00217,4,4.03,15
O0000841,P00227,4,133.18,0
O0000841,P00059,2,48.19,15
O0000842,P00140,1,195.53,0
O0000842,P00120,2,4.64,15
O0000842,P00118,1,100.67,15
O0000842,P00037,1,59.24,0
O0000843,P00168,4,92.02,5
O0000843,P00176,3,140.26,5
O0000843,P00271,2,378.84,10
O0000843,P00003,3,219.5,10
O0000844,P00202,4,279.03,0
O0000844,P00221,4,258.32,0
O0000844,P00037,1,59.24,0
O0000844,P00148,3,353.1,10
O0000844,P00251,1,403.39,0
O0000845,P00213,2,147.07,0
O0000845,P00197,2,74.92,0
O0000845,P00231,3,161.36,5
O0000845,P00048,1,34.17,0
O0000846,P00281,2,287.43,15
O0000846,P00013,2,209.49,15
O0000847,P00017,1,394.79,0
O0000847,P00180,3,171.15,5
O0000847,P00045,3,196.44,0
O0000847,P00023,2,401.83,5
O0000847,P00007,4,286.68,0
O0000848,P00039,3,428.44,0
O0000848,P00281,4,287.43,15
O0000848,P00026,3,307.76,0
O0000848,P00027,2,389.4,5
O0000849,P00105,4,102.78,0
O0000849,P00225,2,393.72,10
O0000849,P00002,1,135.78,15
O0000849,P00070,3,307.02,15
O0000850,P00068,2,58.1,0
O0000850,P00121,1,166.57,15
O0000851,P00106,3,24.87,0
O0000851,P00008,1,144.32,0
O0000851,P00264,2,313.22,10
